,0
28430,negative
28431,negative
28432,negative
28433,negative
28434,negative
28435,negative
28436,positive
28437,positive
28438,negative
28439,negative
28440,positive
28441,positive
28442,negative
28443,positive
28444,positive
28445,positive
28446,negative
28447,negative
28448,positive
28449,positive
28450,positive
28451,negative
28452,negative
28453,negative
28454,negative
28455,negative
28456,positive
28457,positive
28458,negative
28459,positive
28460,negative
28461,positive
28462,negative
28463,positive
28464,positive
28465,negative
28466,negative
28467,negative
28468,negative
28469,negative
28470,positive
28471,negative
28472,positive
28473,positive
28474,positive
28475,positive
28476,negative
28477,positive
28478,negative
28479,negative
28480,negative
28481,negative
28482,positive
28483,negative
28484,negative
28485,negative
28486,positive
28487,positive
28488,positive
28489,positive
28490,negative
28491,negative
28492,negative
28493,positive
28494,positive
28495,positive
28496,positive
28497,negative
28498,positive
28499,negative
28500,positive
28501,negative
28502,negative
28503,negative
28504,negative
28505,negative
28506,positive
28507,positive
28508,positive
28509,negative
28510,positive
28511,positive
28512,positive
28513,negative
28514,negative
28515,negative
28516,positive
28517,negative
28518,positive
28519,negative
28520,positive
28521,negative
28522,negative
28523,positive
28524,positive
28525,positive
28526,negative
28527,negative
28528,negative
28529,negative
28530,positive
28531,negative
28532,positive
28533,negative
28534,positive
28535,negative
28536,negative
28537,negative
28538,positive
28539,positive
28540,positive
28541,negative
28542,positive
28543,positive
28544,positive
28545,negative
28546,negative
28547,positive
28548,positive
28549,positive
28550,negative
28551,positive
28552,positive
28553,positive
28554,negative
28555,positive
28556,negative
28557,negative
28558,positive
28559,positive
28560,positive
28561,negative
28562,positive
28563,positive
28564,negative
28565,positive
28566,positive
28567,negative
28568,positive
28569,negative
28570,negative
28571,negative
28572,negative
28573,positive
28574,negative
28575,positive
28576,negative
28577,negative
28578,positive
28579,negative
28580,negative
28581,negative
28582,positive
28583,negative
28584,positive
28585,positive
28586,positive
28587,negative
28588,positive
28589,negative
28590,negative
28591,negative
28592,positive
28593,negative
28594,negative
28595,positive
28596,negative
28597,positive
28598,positive
28599,negative
28600,negative
28601,positive
28602,positive
28603,negative
28604,negative
28605,positive
28606,negative
28607,positive
28608,positive
28609,positive
28610,positive
28611,positive
28612,positive
28613,negative
28614,positive
28615,negative
28616,negative
28617,negative
28618,positive
28619,negative
28620,negative
28621,positive
28622,negative
28623,negative
28624,negative
28625,negative
28626,positive
28627,positive
28628,negative
28629,negative
28630,positive
28631,positive
28632,positive
28633,positive
28634,negative
28635,negative
28636,positive
28637,positive
28638,positive
28639,positive
28640,positive
28641,positive
28642,positive
28643,negative
28644,negative
28645,negative
28646,negative
28647,positive
28648,positive
28649,negative
28650,positive
28651,positive
28652,negative
28653,positive
28654,negative
28655,negative
28656,positive
28657,positive
28658,positive
28659,positive
28660,positive
28661,positive
28662,negative
28663,positive
28664,positive
28665,positive
28666,negative
28667,negative
28668,positive
28669,positive
28670,positive
28671,positive
28672,negative
28673,positive
28674,negative
28675,negative
28676,positive
28677,negative
28678,negative
28679,positive
28680,negative
28681,negative
28682,positive
28683,negative
28684,negative
28685,negative
28686,negative
28687,positive
28688,positive
28689,negative
28690,negative
28691,positive
28692,positive
28693,positive
28694,positive
28695,positive
28696,positive
28697,positive
28698,positive
28699,negative
28700,positive
28701,positive
28702,positive
28703,negative
28704,positive
28705,positive
28706,positive
28707,positive
28708,negative
28709,negative
28710,negative
28711,positive
28712,negative
28713,negative
28714,positive
28715,negative
28716,positive
28717,negative
28718,negative
28719,positive
28720,positive
28721,positive
28722,positive
28723,positive
28724,negative
28725,negative
28726,positive
28727,positive
28728,positive
28729,positive
28730,negative
28731,positive
28732,negative
28733,negative
28734,positive
28735,positive
28736,positive
28737,positive
28738,positive
28739,negative
28740,positive
28741,negative
28742,negative
28743,negative
28744,negative
28745,positive
28746,negative
28747,positive
28748,positive
28749,positive
28750,negative
28751,positive
28752,positive
28753,negative
28754,positive
28755,negative
28756,negative
28757,negative
28758,positive
28759,negative
28760,positive
28761,negative
28762,negative
28763,negative
28764,positive
28765,negative
28766,negative
28767,positive
28768,positive
28769,positive
28770,positive
28771,negative
28772,positive
28773,positive
28774,positive
28775,negative
28776,positive
28777,negative
28778,positive
28779,positive
28780,negative
28781,positive
28782,negative
28783,negative
28784,positive
28785,positive
28786,positive
28787,positive
28788,positive
28789,positive
28790,positive
28791,negative
28792,positive
28793,positive
28794,negative
28795,negative
28796,positive
28797,negative
28798,negative
28799,positive
28800,negative
28801,positive
28802,negative
28803,positive
28804,positive
28805,positive
28806,positive
28807,positive
28808,negative
28809,negative
28810,positive
28811,positive
28812,negative
28813,positive
28814,negative
28815,positive
28816,negative
28817,negative
28818,positive
28819,positive
28820,negative
28821,negative
28822,positive
28823,positive
28824,negative
28825,positive
28826,negative
28827,positive
28828,negative
28829,negative
28830,negative
28831,positive
28832,negative
28833,negative
28834,positive
28835,positive
28836,positive
28837,negative
28838,positive
28839,negative
28840,positive
28841,positive
28842,positive
28843,negative
28844,positive
28845,negative
28846,positive
28847,positive
28848,positive
28849,positive
28850,positive
28851,positive
28852,negative
28853,negative
28854,positive
28855,positive
28856,positive
28857,negative
28858,negative
28859,negative
28860,positive
28861,positive
28862,negative
28863,positive
28864,positive
28865,negative
28866,negative
28867,positive
28868,negative
28869,negative
28870,negative
28871,positive
28872,positive
28873,positive
28874,negative
28875,negative
28876,positive
28877,positive
28878,positive
28879,negative
28880,negative
28881,positive
28882,positive
28883,positive
28884,negative
28885,negative
28886,positive
28887,negative
28888,negative
28889,positive
28890,negative
28891,negative
28892,positive
28893,positive
28894,negative
28895,positive
28896,negative
28897,negative
28898,negative
28899,negative
28900,negative
28901,positive
28902,negative
28903,negative
28904,negative
28905,negative
28906,positive
28907,positive
28908,positive
28909,negative
28910,negative
28911,positive
28912,positive
28913,negative
28914,positive
28915,negative
28916,positive
28917,negative
28918,negative
28919,positive
28920,negative
28921,positive
28922,positive
28923,negative
28924,positive
28925,negative
28926,negative
28927,positive
28928,positive
28929,negative
28930,positive
28931,positive
28932,negative
28933,positive
28934,positive
28935,negative
28936,positive
28937,negative
28938,negative
28939,negative
28940,positive
28941,positive
28942,positive
28943,negative
28944,negative
28945,negative
28946,negative
28947,negative
28948,positive
28949,positive
28950,negative
28951,negative
28952,negative
28953,positive
28954,negative
28955,negative
28956,positive
28957,negative
28958,negative
28959,positive
28960,positive
28961,positive
28962,positive
28963,negative
28964,negative
28965,negative
28966,positive
28967,negative
28968,positive
28969,negative
28970,negative
28971,positive
28972,negative
28973,positive
28974,negative
28975,negative
28976,positive
28977,positive
28978,positive
28979,positive
28980,negative
28981,negative
28982,positive
28983,negative
28984,negative
28985,negative
28986,positive
28987,positive
28988,negative
28989,negative
28990,positive
28991,positive
28992,negative
28993,positive
28994,positive
28995,positive
28996,positive
28997,positive
28998,negative
28999,negative
29000,negative
29001,negative
29002,positive
29003,positive
29004,negative
29005,positive
29006,positive
29007,negative
29008,positive
29009,negative
29010,negative
29011,positive
29012,positive
29013,positive
29014,negative
29015,positive
29016,positive
29017,negative
29018,positive
29019,negative
29020,positive
29021,negative
29022,negative
29023,negative
29024,positive
29025,positive
29026,positive
29027,positive
29028,negative
29029,negative
29030,positive
29031,positive
29032,negative
29033,negative
29034,negative
29035,positive
29036,negative
29037,negative
29038,positive
29039,negative
29040,positive
29041,negative
29042,negative
29043,positive
29044,positive
29045,positive
29046,positive
29047,positive
29048,negative
29049,negative
29050,positive
29051,negative
29052,positive
29053,negative
29054,negative
29055,positive
29056,negative
29057,positive
29058,negative
29059,negative
29060,positive
29061,positive
29062,positive
29063,negative
29064,negative
29065,positive
29066,negative
29067,negative
29068,negative
29069,positive
29070,positive
29071,positive
29072,positive
29073,negative
29074,negative
29075,negative
29076,positive
29077,positive
29078,negative
29079,positive
29080,positive
29081,positive
29082,positive
29083,positive
29084,positive
29085,negative
29086,positive
29087,positive
29088,positive
29089,positive
29090,positive
29091,positive
29092,negative
29093,negative
29094,positive
29095,positive
29096,positive
29097,positive
29098,negative
29099,negative
29100,positive
29101,negative
29102,negative
29103,positive
29104,negative
29105,positive
29106,positive
29107,positive
29108,negative
29109,negative
29110,negative
29111,negative
29112,negative
29113,negative
29114,positive
29115,negative
29116,positive
29117,positive
29118,positive
29119,positive
29120,negative
29121,positive
29122,negative
29123,positive
29124,positive
29125,positive
29126,positive
29127,positive
29128,negative
29129,positive
29130,positive
29131,positive
29132,positive
29133,positive
29134,positive
29135,positive
29136,negative
29137,negative
29138,negative
29139,negative
29140,negative
29141,negative
29142,negative
29143,positive
29144,negative
29145,negative
29146,negative
29147,negative
29148,negative
29149,positive
29150,negative
29151,positive
29152,negative
29153,positive
29154,positive
29155,negative
29156,positive
29157,negative
29158,positive
29159,positive
29160,positive
29161,positive
29162,negative
29163,negative
29164,positive
29165,negative
29166,negative
29167,negative
29168,negative
29169,positive
29170,negative
29171,negative
29172,negative
29173,negative
29174,positive
29175,positive
29176,positive
29177,negative
29178,positive
29179,negative
29180,negative
29181,positive
29182,negative
29183,positive
29184,positive
29185,positive
29186,positive
29187,negative
29188,positive
29189,negative
29190,positive
29191,positive
29192,negative
29193,negative
29194,positive
29195,positive
29196,negative
29197,negative
29198,negative
29199,positive
29200,positive
29201,positive
29202,positive
29203,positive
29204,negative
29205,negative
29206,positive
29207,positive
29208,negative
29209,positive
29210,positive
29211,negative
29212,positive
29213,negative
29214,negative
29215,negative
29216,negative
29217,positive
29218,negative
29219,negative
29220,negative
29221,negative
29222,negative
29223,negative
29224,positive
29225,positive
29226,negative
29227,positive
29228,positive
29229,positive
29230,negative
29231,negative
29232,negative
29233,positive
29234,positive
29235,positive
29236,positive
29237,positive
29238,negative
29239,negative
29240,positive
29241,positive
29242,positive
29243,negative
29244,positive
29245,positive
29246,negative
29247,negative
29248,negative
29249,positive
29250,negative
29251,positive
29252,negative
29253,positive
29254,positive
29255,positive
29256,positive
29257,negative
29258,positive
29259,negative
29260,negative
29261,negative
29262,negative
29263,negative
29264,positive
29265,positive
29266,negative
29267,negative
29268,negative
29269,positive
29270,negative
29271,positive
29272,positive
29273,negative
29274,negative
29275,positive
29276,positive
29277,negative
29278,negative
29279,negative
29280,positive
29281,negative
29282,negative
29283,positive
29284,positive
29285,negative
29286,positive
29287,negative
29288,negative
29289,positive
29290,positive
29291,positive
29292,positive
29293,positive
29294,negative
29295,negative
29296,positive
29297,positive
29298,positive
29299,positive
29300,negative
29301,negative
29302,negative
29303,negative
29304,positive
29305,positive
29306,negative
29307,negative
29308,positive
29309,negative
29310,positive
29311,positive
29312,positive
29313,negative
29314,negative
29315,positive
29316,negative
29317,positive
29318,positive
29319,positive
29320,negative
29321,positive
29322,positive
29323,positive
29324,positive
29325,negative
29326,positive
29327,positive
29328,positive
29329,negative
29330,negative
29331,positive
29332,positive
29333,negative
29334,positive
29335,positive
29336,negative
29337,negative
29338,positive
29339,negative
29340,positive
29341,positive
29342,positive
29343,negative
29344,positive
29345,positive
29346,negative
29347,positive
29348,negative
29349,negative
29350,positive
29351,positive
29352,negative
29353,negative
29354,positive
29355,negative
29356,positive
29357,negative
29358,positive
29359,positive
29360,negative
29361,positive
29362,positive
29363,positive
29364,positive
29365,negative
29366,positive
29367,negative
29368,negative
29369,positive
29370,negative
29371,positive
29372,positive
29373,negative
29374,positive
29375,positive
29376,negative
29377,negative
29378,negative
29379,positive
29380,negative
29381,negative
29382,positive
29383,negative
29384,positive
29385,positive
29386,negative
29387,positive
29388,negative
29389,negative
29390,negative
29391,positive
29392,positive
29393,positive
29394,positive
29395,negative
29396,positive
29397,negative
29398,negative
29399,positive
29400,negative
29401,positive
29402,negative
29403,negative
29404,negative
29405,positive
29406,positive
29407,positive
29408,positive
29409,positive
29410,positive
29411,negative
29412,positive
29413,negative
29414,positive
29415,negative
29416,positive
29417,negative
29418,positive
29419,negative
29420,positive
29421,positive
29422,negative
29423,negative
29424,positive
29425,positive
29426,positive
29427,negative
29428,positive
29429,negative
29430,positive
29431,positive
29432,negative
29433,negative
29434,positive
29435,negative
29436,negative
29437,negative
29438,positive
29439,negative
29440,negative
29441,negative
29442,positive
29443,negative
29444,negative
29445,positive
29446,positive
29447,positive
29448,negative
29449,positive
29450,negative
29451,positive
29452,negative
29453,negative
29454,negative
29455,positive
29456,positive
29457,negative
29458,positive
29459,negative
29460,negative
29461,positive
29462,positive
29463,positive
29464,positive
29465,positive
29466,negative
29467,positive
29468,negative
29469,positive
29470,negative
29471,positive
29472,positive
29473,positive
29474,negative
29475,negative
29476,positive
29477,negative
29478,positive
29479,positive
29480,negative
29481,positive
29482,positive
29483,negative
29484,negative
29485,negative
29486,positive
29487,negative
29488,positive
29489,negative
29490,negative
29491,positive
29492,negative
29493,negative
29494,positive
29495,negative
29496,negative
29497,negative
29498,negative
29499,negative
29500,negative
29501,negative
29502,negative
29503,positive
29504,negative
29505,positive
29506,positive
29507,positive
29508,positive
29509,positive
29510,negative
29511,positive
29512,positive
29513,negative
29514,negative
29515,positive
29516,negative
29517,positive
29518,negative
29519,negative
29520,negative
29521,positive
29522,negative
29523,positive
29524,positive
29525,negative
29526,negative
29527,negative
29528,positive
29529,positive
29530,positive
29531,positive
29532,negative
29533,positive
29534,positive
29535,negative
29536,positive
29537,negative
29538,positive
29539,negative
29540,negative
29541,positive
29542,positive
29543,negative
29544,negative
29545,negative
29546,negative
29547,negative
29548,negative
29549,negative
29550,negative
29551,negative
29552,positive
29553,positive
29554,negative
29555,positive
29556,negative
29557,negative
29558,negative
29559,negative
29560,negative
29561,negative
29562,positive
29563,negative
29564,positive
29565,negative
29566,positive
29567,positive
29568,negative
29569,positive
29570,negative
29571,positive
29572,negative
29573,positive
29574,negative
29575,negative
29576,positive
29577,positive
29578,negative
29579,negative
29580,negative
29581,negative
29582,positive
29583,negative
29584,negative
29585,negative
29586,positive
29587,positive
29588,positive
29589,negative
29590,negative
29591,negative
29592,positive
29593,negative
29594,positive
29595,positive
29596,negative
29597,positive
29598,positive
29599,positive
29600,negative
29601,negative
29602,negative
29603,negative
29604,positive
29605,negative
29606,negative
29607,negative
29608,positive
29609,positive
29610,negative
29611,negative
29612,negative
29613,positive
29614,negative
29615,negative
29616,negative
29617,positive
29618,negative
29619,negative
29620,negative
29621,positive
29622,positive
29623,negative
29624,negative
29625,positive
29626,negative
29627,positive
29628,negative
29629,negative
29630,positive
29631,negative
29632,positive
29633,positive
29634,positive
29635,positive
29636,positive
29637,positive
29638,negative
29639,positive
29640,negative
29641,negative
29642,positive
29643,negative
29644,negative
29645,negative
29646,negative
29647,positive
29648,negative
29649,negative
29650,positive
29651,positive
29652,negative
29653,positive
29654,positive
29655,negative
29656,negative
29657,positive
29658,negative
29659,negative
29660,negative
29661,negative
29662,negative
29663,negative
29664,positive
29665,positive
29666,negative
29667,negative
29668,positive
29669,negative
29670,positive
29671,positive
29672,positive
29673,negative
29674,positive
29675,negative
29676,negative
29677,positive
29678,positive
29679,positive
29680,positive
29681,negative
29682,positive
29683,positive
29684,positive
29685,negative
29686,positive
29687,negative
29688,negative
29689,positive
29690,positive
29691,negative
29692,negative
29693,negative
29694,positive
29695,positive
29696,positive
29697,negative
29698,negative
29699,positive
29700,positive
29701,positive
29702,negative
29703,negative
29704,negative
29705,negative
29706,negative
29707,positive
29708,positive
29709,negative
29710,positive
29711,positive
29712,positive
29713,negative
29714,negative
29715,negative
29716,negative
29717,positive
29718,positive
29719,negative
29720,positive
29721,positive
29722,positive
29723,positive
29724,negative
29725,negative
29726,positive
29727,negative
29728,negative
29729,negative
29730,negative
29731,negative
29732,positive
29733,negative
29734,negative
29735,negative
29736,positive
29737,positive
29738,positive
29739,negative
29740,negative
29741,positive
29742,negative
29743,positive
29744,negative
29745,negative
29746,negative
29747,positive
29748,positive
29749,negative
29750,positive
29751,negative
29752,negative
29753,positive
29754,negative
29755,negative
29756,negative
29757,positive
29758,negative
29759,positive
29760,negative
29761,negative
29762,negative
29763,positive
29764,negative
29765,positive
29766,positive
29767,positive
29768,negative
29769,negative
29770,negative
29771,positive
29772,positive
29773,negative
29774,positive
29775,negative
29776,positive
29777,negative
29778,positive
29779,negative
29780,positive
29781,negative
29782,positive
29783,negative
29784,positive
29785,positive
29786,positive
29787,positive
29788,negative
29789,positive
29790,negative
29791,positive
29792,negative
29793,negative
29794,negative
29795,negative
29796,positive
29797,negative
29798,positive
29799,positive
29800,negative
29801,negative
29802,negative
29803,negative
29804,negative
29805,negative
29806,positive
29807,negative
29808,negative
29809,negative
29810,positive
29811,negative
29812,positive
29813,positive
29814,negative
29815,negative
29816,positive
29817,negative
29818,positive
29819,positive
29820,positive
29821,positive
29822,negative
29823,positive
29824,positive
29825,negative
29826,positive
29827,positive
29828,negative
29829,negative
29830,positive
29831,negative
29832,negative
29833,negative
29834,positive
29835,negative
29836,negative
29837,positive
29838,negative
29839,positive
29840,positive
29841,negative
29842,positive
29843,negative
29844,negative
29845,negative
29846,positive
29847,negative
29848,positive
29849,negative
29850,negative
29851,positive
29852,positive
29853,positive
29854,negative
29855,negative
29856,negative
29857,positive
29858,positive
29859,negative
29860,negative
29861,negative
29862,negative
29863,positive
29864,positive
29865,negative
29866,positive
29867,positive
29868,negative
29869,positive
29870,positive
29871,positive
29872,positive
29873,negative
29874,positive
29875,positive
29876,positive
29877,negative
29878,positive
29879,negative
29880,positive
29881,negative
29882,positive
29883,negative
29884,positive
29885,negative
29886,negative
29887,negative
29888,positive
29889,negative
29890,negative
29891,positive
29892,positive
29893,positive
29894,positive
29895,negative
29896,negative
29897,positive
29898,positive
29899,positive
29900,negative
29901,negative
29902,negative
29903,negative
29904,negative
29905,positive
29906,positive
29907,positive
29908,negative
29909,positive
29910,negative
29911,positive
29912,negative
29913,negative
29914,negative
29915,positive
29916,positive
29917,negative
29918,positive
29919,negative
29920,negative
29921,negative
29922,negative
29923,negative
29924,positive
29925,negative
29926,negative
29927,negative
29928,negative
29929,positive
29930,positive
29931,positive
29932,positive
29933,negative
29934,positive
29935,positive
29936,negative
29937,negative
29938,negative
29939,negative
29940,negative
29941,negative
29942,positive
29943,negative
29944,positive
29945,negative
29946,negative
29947,negative
29948,positive
29949,negative
29950,positive
29951,positive
29952,positive
29953,positive
29954,negative
29955,negative
29956,negative
29957,positive
29958,positive
29959,negative
29960,positive
29961,positive
29962,positive
29963,negative
29964,negative
29965,positive
29966,positive
29967,positive
29968,positive
29969,positive
29970,positive
29971,negative
29972,positive
29973,negative
29974,negative
29975,positive
29976,positive
29977,negative
29978,negative
29979,negative
29980,positive
29981,negative
29982,positive
29983,positive
29984,positive
29985,negative
29986,negative
29987,negative
29988,negative
29989,negative
29990,positive
29991,negative
29992,positive
29993,positive
29994,negative
29995,negative
29996,positive
29997,positive
29998,positive
29999,positive
30000,negative
30001,negative
30002,negative
30003,negative
30004,positive
30005,positive
30006,positive
30007,positive
30008,positive
30009,positive
30010,negative
30011,positive
30012,positive
30013,negative
30014,positive
30015,positive
30016,positive
30017,positive
30018,negative
30019,negative
30020,positive
30021,positive
30022,positive
30023,positive
30024,negative
30025,positive
30026,positive
30027,positive
30028,negative
30029,positive
30030,negative
30031,negative
30032,negative
30033,positive
30034,negative
30035,negative
30036,negative
30037,negative
30038,negative
30039,negative
30040,negative
30041,negative
30042,positive
30043,negative
30044,negative
30045,positive
30046,negative
30047,positive
30048,negative
30049,positive
30050,negative
30051,negative
30052,negative
30053,negative
30054,negative
30055,positive
30056,positive
30057,negative
30058,positive
30059,negative
30060,positive
30061,negative
30062,negative
30063,negative
30064,positive
30065,negative
30066,negative
30067,positive
30068,positive
30069,positive
30070,positive
30071,negative
30072,negative
30073,negative
30074,negative
30075,positive
30076,positive
30077,positive
30078,positive
30079,negative
30080,negative
30081,negative
30082,negative
30083,negative
30084,positive
30085,negative
30086,positive
30087,negative
30088,positive
30089,negative
30090,negative
30091,negative
30092,negative
30093,positive
30094,negative
30095,positive
30096,positive
30097,positive
30098,negative
30099,positive
30100,positive
30101,negative
30102,positive
30103,positive
30104,negative
30105,negative
30106,negative
30107,positive
30108,positive
30109,negative
30110,positive
30111,negative
30112,negative
30113,negative
30114,negative
30115,positive
30116,negative
30117,positive
30118,positive
30119,positive
30120,positive
30121,positive
30122,positive
30123,negative
30124,negative
30125,negative
30126,negative
30127,positive
30128,positive
30129,negative
30130,negative
30131,positive
30132,positive
30133,negative
30134,positive
30135,negative
30136,negative
30137,positive
30138,negative
30139,negative
30140,negative
30141,positive
30142,positive
30143,negative
30144,negative
30145,negative
30146,positive
30147,negative
30148,negative
30149,negative
30150,positive
30151,negative
30152,positive
30153,positive
30154,positive
30155,negative
30156,positive
30157,negative
30158,positive
30159,negative
30160,positive
30161,negative
30162,positive
30163,positive
30164,positive
30165,positive
30166,negative
30167,positive
30168,negative
30169,positive
30170,positive
30171,negative
30172,positive
30173,negative
30174,positive
30175,positive
30176,positive
30177,positive
30178,positive
30179,positive
30180,negative
30181,positive
30182,negative
30183,positive
30184,positive
30185,positive
30186,positive
30187,negative
30188,positive
30189,negative
30190,negative
30191,negative
30192,negative
30193,positive
30194,negative
30195,negative
30196,positive
30197,negative
30198,negative
30199,positive
30200,positive
30201,negative
30202,positive
30203,positive
30204,negative
30205,negative
30206,negative
30207,positive
30208,negative
30209,negative
30210,negative
30211,positive
30212,positive
30213,positive
30214,negative
30215,positive
30216,positive
30217,negative
30218,negative
30219,positive
30220,negative
30221,negative
30222,positive
30223,negative
30224,negative
30225,positive
30226,positive
30227,negative
30228,positive
30229,positive
30230,positive
30231,positive
30232,positive
30233,positive
30234,negative
30235,negative
30236,negative
30237,negative
30238,negative
30239,negative
30240,positive
30241,negative
30242,negative
30243,positive
30244,positive
30245,positive
30246,negative
30247,positive
30248,negative
30249,positive
30250,negative
30251,positive
30252,positive
30253,positive
30254,positive
30255,positive
30256,positive
30257,positive
30258,positive
30259,negative
30260,positive
30261,negative
30262,positive
30263,positive
30264,positive
30265,negative
30266,negative
30267,negative
30268,positive
30269,positive
30270,negative
30271,negative
30272,positive
30273,negative
30274,negative
30275,negative
30276,negative
30277,negative
30278,positive
30279,positive
30280,negative
30281,negative
30282,negative
30283,positive
30284,positive
30285,positive
30286,negative
30287,positive
30288,positive
30289,positive
30290,negative
30291,positive
30292,negative
30293,negative
30294,negative
30295,positive
30296,positive
30297,negative
30298,negative
30299,positive
30300,negative
30301,negative
30302,positive
30303,negative
30304,positive
30305,negative
30306,positive
30307,negative
30308,negative
30309,positive
30310,negative
30311,negative
30312,positive
30313,negative
30314,positive
30315,negative
30316,positive
30317,positive
30318,negative
30319,positive
30320,positive
30321,positive
30322,positive
30323,positive
30324,negative
30325,positive
30326,positive
30327,positive
30328,positive
30329,positive
30330,positive
30331,positive
30332,positive
30333,negative
30334,negative
30335,positive
30336,positive
30337,negative
30338,negative
30339,negative
30340,negative
30341,negative
30342,positive
30343,positive
30344,positive
30345,positive
30346,positive
30347,negative
30348,positive
30349,negative
30350,positive
30351,negative
30352,negative
30353,positive
30354,positive
30355,negative
30356,positive
30357,negative
30358,positive
30359,negative
30360,positive
30361,negative
30362,negative
30363,positive
30364,negative
30365,positive
30366,negative
30367,positive
30368,positive
30369,positive
30370,negative
30371,negative
30372,positive
30373,negative
30374,positive
30375,positive
30376,negative
30377,negative
30378,negative
30379,negative
30380,negative
30381,positive
30382,negative
30383,negative
30384,negative
30385,negative
30386,positive
30387,negative
30388,positive
30389,negative
30390,negative
30391,negative
30392,negative
30393,positive
30394,negative
30395,positive
30396,positive
30397,negative
30398,negative
30399,negative
30400,negative
30401,negative
30402,positive
30403,positive
30404,negative
30405,negative
30406,negative
30407,positive
30408,positive
30409,positive
30410,negative
30411,negative
30412,positive
30413,positive
30414,positive
30415,positive
30416,positive
30417,positive
30418,negative
30419,positive
30420,positive
30421,negative
30422,negative
30423,negative
30424,positive
30425,negative
30426,positive
30427,positive
30428,positive
30429,negative
30430,negative
30431,negative
30432,positive
30433,negative
30434,negative
30435,negative
30436,negative
30437,negative
30438,positive
30439,positive
30440,negative
30441,negative
30442,positive
30443,negative
30444,negative
30445,positive
30446,negative
30447,negative
30448,negative
30449,positive
30450,positive
30451,negative
30452,negative
30453,negative
30454,positive
30455,positive
30456,negative
30457,negative
30458,positive
30459,positive
30460,positive
30461,negative
30462,negative
30463,negative
30464,positive
30465,negative
30466,positive
30467,negative
30468,negative
30469,negative
30470,positive
30471,positive
30472,positive
30473,positive
30474,positive
30475,negative
30476,negative
30477,negative
30478,negative
30479,positive
30480,negative
30481,positive
30482,negative
30483,negative
30484,positive
30485,positive
30486,positive
30487,positive
30488,positive
30489,negative
30490,negative
30491,positive
30492,negative
30493,positive
30494,positive
30495,positive
30496,negative
30497,negative
30498,negative
30499,positive
30500,negative
30501,negative
30502,negative
30503,negative
30504,negative
30505,positive
30506,negative
30507,negative
30508,negative
30509,negative
30510,negative
30511,negative
30512,negative
30513,negative
30514,negative
30515,positive
30516,negative
30517,positive
30518,negative
30519,positive
30520,negative
30521,positive
30522,negative
30523,negative
30524,negative
30525,negative
30526,negative
30527,negative
30528,positive
30529,positive
30530,positive
30531,positive
30532,positive
30533,negative
30534,negative
30535,negative
30536,negative
30537,positive
30538,negative
30539,positive
30540,negative
30541,negative
30542,positive
30543,negative
30544,positive
30545,negative
30546,positive
30547,positive
30548,negative
30549,negative
30550,positive
30551,positive
30552,negative
30553,negative
30554,negative
30555,positive
30556,negative
30557,negative
30558,negative
30559,negative
30560,negative
30561,negative
30562,negative
30563,negative
30564,negative
30565,negative
30566,positive
30567,positive
30568,positive
30569,negative
30570,negative
30571,positive
30572,negative
30573,positive
30574,negative
30575,negative
30576,positive
30577,positive
30578,negative
30579,positive
30580,negative
30581,negative
30582,negative
30583,negative
30584,positive
30585,negative
30586,negative
30587,negative
30588,negative
30589,negative
30590,positive
30591,negative
30592,positive
30593,positive
30594,positive
30595,positive
30596,positive
30597,negative
30598,positive
30599,negative
30600,negative
30601,negative
30602,positive
30603,negative
30604,positive
30605,negative
30606,negative
30607,negative
30608,negative
30609,positive
30610,negative
30611,positive
30612,positive
30613,positive
30614,negative
30615,negative
30616,negative
30617,negative
30618,positive
30619,positive
30620,positive
30621,positive
30622,positive
30623,negative
30624,positive
30625,positive
30626,negative
30627,negative
30628,negative
30629,positive
30630,positive
30631,negative
30632,positive
30633,positive
30634,negative
30635,positive
30636,positive
30637,positive
30638,positive
30639,negative
30640,positive
30641,positive
30642,negative
30643,negative
30644,positive
30645,negative
30646,negative
30647,negative
30648,positive
30649,positive
30650,positive
30651,negative
30652,positive
30653,positive
30654,positive
30655,negative
30656,positive
30657,negative
30658,positive
30659,positive
30660,negative
30661,positive
30662,negative
30663,positive
30664,negative
30665,negative
30666,negative
30667,negative
30668,negative
30669,negative
30670,negative
30671,negative
30672,negative
30673,negative
30674,negative
30675,negative
30676,negative
30677,negative
30678,negative
30679,positive
30680,positive
30681,negative
30682,positive
30683,positive
30684,negative
30685,positive
30686,negative
30687,positive
30688,negative
30689,positive
30690,negative
30691,negative
30692,negative
30693,positive
30694,negative
30695,positive
30696,positive
30697,negative
30698,positive
30699,negative
30700,positive
30701,positive
30702,positive
30703,negative
30704,positive
30705,negative
30706,negative
30707,positive
30708,negative
30709,positive
30710,negative
30711,positive
30712,negative
30713,negative
30714,positive
30715,negative
30716,positive
30717,negative
30718,negative
30719,positive
30720,negative
30721,negative
30722,positive
30723,positive
30724,negative
30725,negative
30726,negative
30727,negative
30728,positive
30729,positive
30730,positive
30731,positive
30732,negative
30733,positive
30734,positive
30735,positive
30736,positive
30737,positive
30738,negative
30739,negative
30740,negative
30741,negative
30742,negative
30743,negative
30744,positive
30745,positive
30746,negative
30747,negative
30748,positive
30749,negative
30750,negative
30751,negative
30752,negative
30753,positive
30754,negative
30755,negative
30756,negative
30757,negative
30758,positive
30759,negative
30760,negative
30761,negative
